Format,MoTeC CSV File,,,Workbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.14,38.2,12668,176.8,75,13.221,44.1,84.4,0.88,89.7,10.8,120.8,87.3,38,0,0,75,54.1,,411,100,354.6,13.8,3.4,0,28.3,,115.7,,,34.5,47,34.5,66.542,69.2,70.9,71.8,71.2,1.3,2.4,39.1,530,550,2,171.7,0.857,0,-2.16,9,-3.6,-0.23,0.52,1.03,88.6,15000,105.9,68536.297,160525,57.3,298,204,,34,,100,38.5,162.8,,,,,0,1.787,1.796,1.614,1.878,110.8,94.7,100,42.0671217,-84.2373583,44,4.011,-0.044,102.8,1,9668,0,13.61,13.75,12.73,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
98.52,36.7,12689.4,176.8,72.2,13.231,44.1,84.4,0.88,87.2,10.8,113.5,87.2,38,0,0,72.2,54.2,,411.3,100,324,12.9,3.2,0,28.2,,115.7,,,33.4,46.6,32.6,67.016,69.4,70.9,71.8,71.3,2.4,4.1,39.2,530,550,2,171.7,0.858,0,1.8,2.52,-6.12,0.25,0.41,1.03,88.3,15000,105.9,68536.297,160525,57.3,298,205.6,,33.2,,100,35.1,162.8,,,,,0,1.791,1.825,1.641,1.888,110.9,94.8,100,42.0671217,-84.2373583,44,4.011,-0.044,102.8,1,9668,0,13.44,13.58,13.4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
98.9,35.3,12710.9,176.8,69.4,13.241,44.1,84.4,0.88,84.7,10.8,106.3,87.1,38,0,0,69.4,54.3,,411.5,100,293.3,12.1,3.1,0,28.2,,115.7,,,32.3,46.3,32.3,67.491,69.6,70.9,71.9,71.5,3,3,39.2,530,550,2,171.7,0.858,0,3.96,14.4,-7.92,0.24,0.23,0.92,87.9,15000,105.9,68536.297,160525,57.3,298,207.2,,32.5,,100,33.1,162.8,,,,,0,1.788,1.828,1.675,1.911,110.9,94.8,100,42.0671217,-84.2373583,44,4.011,-0.044,102.8,1,9668,0,13.01,14.45,13.5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
99.27,33.8,12732.3,176.8,66.6,13.25,44,84.4,0.88,82.3,10.8,99.1,87,38,0,0,66.6,54.4,,411.7,100,272.3,11.3,2.9,0,28.1,,115.7,,,31.5,46,31.9,67.728,69.7,70.9,71.9,71.7,2.4,3.5,39.2,530,550,2,171.7,0.859,0,-3.96,-6.12,-9,0.44,0.25,0.63,87.5,15000,106,68536.317,160525,57.4,298,208,,31.7,,100,32.2,162.8,,,,,0,1.788,1.845,1.694,1.926,111,94.9,100,42.06711836,-84.23736064,44,4.011,-0.044,102.9,1,9668,0,14.06,13.76,12.29,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
99.65,32.3,12753.8,176.8,63.8,13.26,44,84.4,0.88,79.8,10.9,91.8,86.9,38,0,0,63.8,54.5,,411.9,100,260.8,10.4,2.8,0,28,,115.7,,,31,45.6,31,67.728,69.9,70.9,72,71.9,0.3,3,39.2,530,550,2,171.7,0.859,0,-2.88,9.72,-9,0.07,0.06,0.9,87.2,15000,106,68536.358,160525,57.4,298,208,,31,,100,31.6,162.8,,,,,0,1.773,1.894,1.7,1.919,111,94.9,100,42.06711168,-84.23736532,44,4.011,-0.044,102.9,1,9668,0,13.48,14.24,12.87,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
100.02,30.8,12775.3,176.8,61,13.27,44,84.4,0.88,77.3,10.9,84.6,86.8,38,0,0,61,54.6,,412.2,100,249.3,9.6,2.6,0,27.9,,115.7,,,30.5,45.3,30.5,67.728,70.1,70.9,72,72.1,2.4,3.5,39.2,530,550,2,171.7,0.86,0,-2.52,29.16,-9,0.24,0.49,1.09,86.8,15000,106,68536.398,160525,57.4,298,208,,30.2,,100,31,162.8,,,,,0,1.741,1.882,1.704,1.913,111.1,94.9,100,42.067105,-84.23737,44,4.011,-0.044,102.9,1,9668,0,13.44,14.27,12.57,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
100.41,29.1,12772.9,176.8,58.6,13.27,44.2,84.4,0.88,76.1,10.9,80.2,86.3,38,0,0,58.6,54.5,,412.3,100,242,9.1,2.5,0,27.8,,115.8,,,28.5,45.2,29.6,68.394,70.4,71.1,71.9,72.2,2.4,3.5,39.2,530,550,2,171.7,0.865,0,-0.72,-2.52,-8.64,0.67,-0.11,0.81,87.4,15000,106,68536.398,160525,57.4,298,209,,27.9,,100,30.4,162.8,,,,,0,1.747,1.885,1.701,1.901,111,94.9,100,42.067105,-84.23737,44,4.011,-0.044,102.9,1,9668,0,13.66,14.6,13.23,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
100.8,27.3,12770.5,176.9,56.2,13.27,44.4,84.4,0.88,74.9,10.9,75.8,85.7,38,0,0,56.2,54.5,,412.5,100,234.7,8.6,2.4,0,27.6,,115.8,,,26.5,45.2,27.7,69.061,70.7,71.4,71.9,72.3,4,3.5,39.2,530,550,2,171.7,0.871,0,6.12,15.48,-9,0.56,-0.01,1.66,88,15000,106,68536.398,160525,57.4,298,209.9,,25.6,,100,29.5,162.8,,,,,0,1.721,1.847,1.718,1.871,111,94.9,100,42.067105,-84.23737,44,4.011,-0.044,102.9,1,9668,0,13.53,14.51,12.2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
101.18,25.6,12768.1,176.9,53.8,13.27,44.5,84.5,0.88,73.7,10.9,71.4,85.2,38,0,0,53.8,54.4,,412.7,100,221.5,8.1,2.3,0,27.5,,115.8,,,24.3,45.1,24.6,69.394,71,71.6,71.8,72.4,2.9,3.5,39.2,530,550,2,171.7,0.876,0,-19.08,-4.68,-12.24,0.41,0.09,1.14,88.5,15000,106.1,68536.419,160525,57.4,298,210.4,,23.2,,100,27.7,162.8,,,,,0,1.704,1.821,1.76,1.808,110.9,94.9,100,42.067102,-84.23737266,44,4.011,-0.044,103,1,9668,0,13.57,14.74,13.35,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
101.57,23.8,12765.7,176.9,51.4,13.27,44.7,84.5,0.88,72.5,10.9,67.1,84.7,38,0,0,51.4,54.4,,412.9,100,202.6,7.6,2.2,0,27.3,,115.8,,,22,45.1,22.6,69.394,71.3,71.9,71.7,72.5,5.7,4.1,39.2,530,550,2,171.7,0.882,0,1.08,-24.84,-16.92,0.47,-0.19,1.04,89.1,15000,106.1,68536.459,160525,57.4,298,210.4,,20.9,,100,24.4,162.8,,,,,0,1.72,1.816,1.766,1.745,110.9,94.8,100,42.067096,-84.23737798,44,4.011,-0.044,103,1,9668,0,14.02,14.31,13.26,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
101.95,22,12763.3,176.9,49,13.27,44.8,84.5,0.88,71.3,10.9,62.7,84.1,38,0,0,49,54.3,,413.1,100,183.7,7.1,2.1,0,27.2,,115.8,,,19.7,45.1,19.7,69.394,71.6,72.1,71.7,72.6,3.5,4.1,39.2,530,550,2,171.7,0.887,0,7.2,-23.04,-17.28,0.38,-0.03,1.27,89.7,15000,106.1,68536.5,160525,57.4,298,210.4,,18.6,,100,22.3,162.8,,,,,0,1.723,1.816,1.767,1.742,110.8,94.8,100,42.06709,-84.2373833,44,4.011,-0.044,103,1,9668,0,13.28,14.77,13.97,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
102.34,19.8,12617.9,176.9,44.6,13.279,45,84.5,0.88,70.1,10.9,56.4,83.6,38,0,0,44.6,54.4,,413.3,100,161.4,6.4,2,0,27,,115.8,,,16.4,45,13.6,69.913,71.1,72.3,71,67.8,4.6,3.5,39.2,530,550,2,171.7,0.879,0,5.04,-36.36,-19.08,0.41,-0.29,1.04,87.5,15000,106.1,68536.5,160525,57.3,298,211,,17.2,,100,19,162.8,,,,,0,1.717,1.828,1.761,1.72,110.8,94.8,100,42.06709,-84.2373833,44,4.011,-0.044,103,1,9668,0,14.07,14.28,12.8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
102.74,17.6,12472.5,176.9,40.1,13.289,45.1,84.5,0.88,69,10.9,50.2,83.1,38,0,0,40.1,54.5,,413.4,100,139.1,5.6,1.9,0,26.9,,115.8,,,13,45,12.1,70.432,70.6,72.6,70.4,62.9,1.3,3.5,39.1,530,550,2,171.7,0.871,0,6.12,-28.8,-20.88,0.94,0.18,1.08,85.2,15000,106.1,68536.5,160525,57.3,298,211.6,,15.8,,100,14.2,162.8,,,,,0,1.726,1.829,1.787,1.731,110.7,94.8,100,42.06709,-84.2373833,44,4.011,-0.044,103,1,9668,0,13.65,14.95,12.81,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
103.13,15.4,12327,176.9,35.7,13.299,45.2,84.5,0.88,67.8,10.9,43.9,82.5,38,0,0,35.7,54.5,,413.6,100,119.8,4.9,1.7,0,26.7,,115.8,,,11.4,44.9,11.7,70.691,70,72.8,69.8,58.1,4,4.1,39.1,530,550,2,171.7,0.863,0,2.88,-11.88,-22.32,0.88,-0.05,1.03,83,15000,106.2,68536.52,160525,57.3,298,212,,14.5,,100,11.2,162.8,,,,,0,1.71,1.832,1.836,1.746,110.7,94.7,100,42.067087,-84.23738564,44,4.011,-0.044,103.1,1,9668,0,13.46,14.5,11.51,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
103.52,13.2,12181.6,176.9,31.3,13.308,45.3,84.5,0.88,66.6,10.9,37.7,82,38,0,0,31.3,54.6,,413.8,100,103.5,4.2,1.6,0,26.6,,115.8,,,11.6,44.9,11.8,70.691,69.5,73,69.1,53.3,4.6,4.6,39,530,550,2,171.7,0.855,0,-0.72,-9.36,-26.28,0.64,0.13,1.01,80.8,15000,106.2,68536.561,160525,57.3,298,212,,13.1,,100,11.1,162.8,,,,,0,1.712,1.83,1.904,1.753,110.6,94.7,100,42.067081,-84.23739032,44,4.011,-0.044,103.1,1,9668,0,13.38,14.5,13.21,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
103.92,11,12036.2,176.9,26.8,13.318,45.5,84.5,0.88,65.4,10.9,31.4,81.5,38,0,0,26.8,54.7,,414,100,87.2,3.5,1.5,0,26.4,,115.8,,,11.8,44.9,11.8,70.691,69,73.2,68.5,48.4,4.6,4.6,39,530,550,2,171.7,0.847,0,-0.72,-1.8,-29.52,0.9,-0.11,1.05,78.6,15000,106.2,68536.602,160525,57.3,298,212,,11.7,,100,11.1,162.8,,,,,0,1.713,1.834,1.944,1.751,110.6,94.7,100,42.067075,-84.237395,44,4.011,-0.044,103.1,1,9668,0,13.23,15.15,12.53,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
104.31,11.1,11979.7,176.9,26.1,13.308,45.2,84.5,0.88,65.3,10.9,30.5,80.9,38,0,0,26.1,54.6,,414.2,100,81.7,3.4,1.5,0,26.3,,115.8,,,11.8,44.8,11.8,71.032,68.9,72.7,67.6,52.2,6.2,4.6,39,530,550,2,171.7,0.842,0,0,-9.72,-32.76,1.11,-0.2,0.94,78,15000,106.2,68536.602,160525,57.3,298,212.2,,11.8,,100,11.1,162.8,,,,,0,1.708,1.837,1.939,1.747,110.5,94.6,100,42.067075,-84.237395,44,4.011,-0.044,103.1,1,9668,0,13.35,15.33,12.68,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
104.71,11.1,11923.3,176.9,25.3,13.299,44.9,84.5,0.88,65.2,10.9,29.6,80.4,38,0,0,25.3,54.4,,414.4,100,76.2,3.3,1.4,0,26.1,,115.8,,,11.8,44.8,11.8,71.372,68.9,72.3,66.6,56,4.6,4.1,39,530,550,2,171.7,0.837,0,-6.12,-15.84,-32.76,0.96,-0.41,0.92,77.5,15000,106.2,68536.602,160525,57.3,298,212.4,,11.9,,100,11.1,162.8,,,,,0,1.706,1.856,1.94,1.729,110.5,94.6,100,42.067075,-84.237395,44,4.011,-0.044,103.1,1,9668,0,13.08,15.31,12.35,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
105.11,11.1,11866.9,176.9,24.6,13.289,44.7,84.6,0.88,65.1,10.9,28.7,79.9,38,0,0,24.6,54.3,,414.5,100,73.1,3.2,1.4,0,26,,115.8,,,11.8,44.7,11.6,71.543,68.8,71.9,65.7,59.8,6.2,4.6,39,530,550,2,171.7,0.832,0,2.16,-13.68,-32.4,1,-0.73,1,77,15000,106.3,68536.622,160525,57.3,298,212.5,,11.9,,100,11.1,162.8,,,,,0,1.688,1.857,1.952,1.729,110.4,94.6,100,42.067072,-84.23739766,44,4.011,-0.044,103.2,1,9668,0,14.55,14.51,13.3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
105.51,11.2,11810.5,176.9,23.8,13.279,44.4,84.6,0.88,64.9,10.9,27.7,79.3,38,0,0,23.8,54.1,,414.7,100,72.3,3.1,1.4,0,25.8,,115.8,,,11.9,44.7,11.8,71.543,68.7,71.5,64.7,63.6,6.2,4.6,39,530,550,2,171.7,0.827,0,-5.4,3.24,-29.88,0.86,-0.82,0.97,76.4,15000,106.3,68536.662,160525,57.3,298,212.5,,12,,100,11.1,162.8,,,,,0,1.671,1.86,1.972,1.739,110.4,94.6,100,42.067066,-84.23740298,44,4.011,-0.044,103.2,1,9668,0,14.55,14.8,13.65,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
105.9,11.2,11754,176.9,23.1,13.27,44.1,84.6,0.88,64.8,10.9,26.8,78.8,38,0,0,23.1,54,,414.9,100,71.5,3,1.4,0,25.7,,115.9,,,11.9,44.6,11.9,71.543,68.7,71,63.8,67.4,5.2,4.1,39,530,550,2,171.7,0.822,0,8.64,-8.64,-32.76,1.48,-0.62,1.08,75.9,15000,106.3,68536.703,160525,57.2,298,212.5,,12.1,,100,11.2,162.8,,,,,0,1.654,1.849,1.993,1.758,110.3,94.5,100,42.06706,-84.2374083,44,4.011,-0.044,103.2,1,9668,0,14.66,14.25,13.56,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
106.3,11.3,11714.3,176.9,23,13.279,43.9,84.6,0.88,64.8,10.9,26.7,78.3,38,0,0,23,54.1,,415.1,100,70.4,3,1.4,0,25.5,,115.9,,,12,44.6,12,71.572,68,70.6,63.5,65.4,6.3,4.6,39,530,550,2,171.7,0.843,0,-0.36,8.28,-35.28,1.49,-0.72,1.13,76.6,15000,106.3,68536.703,160525,57.2,298,212.3,,12.1,,100,11.3,162.8,,,,,0,1.625,1.848,2.013,1.761,110.3,94.5,100,42.06706,-84.2374083,44,4.011,-0.044,103.2,1,9668,0,14.37,15,12.38,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
106.7,11.5,11674.6,176.9,22.9,13.289,43.6,84.6,0.88,64.8,10.9,26.6,77.7,38,0,0,22.9,54.3,,415.3,100,69.2,3,1.4,0,25.4,,115.9,,,12.1,44.6,12,71.602,67.3,70.2,63.2,63.4,7.8,4,39,530,550,2,171.7,0.864,0,-0.72,9.72,-40.68,1.23,-0.53,1.2,77.4,15000,106.3,68536.703,160525,57.2,298,212.1,,12.1,,100,11.4,162.8,,,,,0,1.615,1.845,2.037,1.768,110.2,94.5,100,42.06706,-84.2374083,44,4.011,-0.044,103.2,1,9668,0,13.98,15.53,12.79,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
107.1,11.6,11634.8,176.9,22.8,13.299,43.3,84.6,0.88,64.8,10.9,26.5,77.2,38,0,0,22.8,54.5,,415.5,100,68.4,2.9,1.4,0,25.2,,115.9,,,12.1,44.5,12.1,71.617,66.5,69.7,62.9,61.4,4.6,4.6,39,530,550,2,171.7,0.885,0,-3.96,20.16,-42.12,1.24,-0.36,1.19,78.1,15000,106.4,68536.722,160525,57.2,298,212,,12.1,,100,11.6,162.8,,,,,0,1.612,1.844,2.04,1.755,110.2,94.5,100,42.06705666,-84.23741064,44,4.011,-0.044,103.3,1,9668,0,13.98,15.46,12.04,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
107.49,11.8,11595.1,176.9,22.7,13.308,43,84.6,0.88,64.8,10.9,26.4,76.7,38,0,0,22.7,54.7,,415.7,100,67.9,2.9,1.4,0,25.1,,115.9,,,12.1,44.5,12.3,71.617,65.8,69.3,62.5,59.5,4.6,4.1,39,530,550,2,171.7,0.906,0,0.72,12.24,-42.12,1,-0.56,0.88,78.9,15000,106.4,68536.759,160525,57.2,298,212,,12.2,,100,11.8,162.8,,,,,0,1.617,1.853,2.031,1.751,110.1,94.4,100,42.06704998,-84.23741532,44,4.011,-0.044,103.3,1,9668,0,14.25,15.12,13.02,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
107.89,11.9,11555.4,177,22.7,13.318,42.8,84.6,0.88,64.9,10.9,26.3,76.1,38,0,0,22.7,54.8,,415.8,100,67.4,2.9,1.4,0,24.9,,115.9,,,12.1,44.4,12.1,71.617,65.1,68.8,62.2,57.5,3.5,3.5,39,530,550,2,171.7,0.927,0,2.16,-22.32,-39.24,0.94,-0.66,0.91,79.6,15000,106.4,68536.797,160525,57.2,298,212,,12.2,,100,11.9,162.8,,,,,0,1.629,1.867,2.037,1.743,110.1,94.4,100,42.0670433,-84.23742,44,4.011,-0.044,103.3,1,9668,0,14.53,14.79,13.99,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
108.29,12.1,11489.4,177,23.1,13.308,42.7,84.6,0.88,65,10.9,26.9,75.6,38,0,0,23.1,54.7,,416,100,68.3,3,1.4,0,24.7,,115.9,,,12.4,44.4,12.4,71.602,65.1,68.7,62.1,59.2,3.5,4.1,39,530,550,2,171.7,0.938,0,-0.72,5.76,-32.76,0.69,-0.5,1.11,77.5,15000,106.4,68536.797,160525,57.2,298,211.4,,12.4,,100,12,162.8,,,,,0,1.621,1.884,2.043,1.751,110,94.4,100,42.0670433,-84.23742,44,4.011,-0.044,103.3,1,9668,0,14.19,14.95,12.81,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
108.69,12.3,11423.4,177,23.5,13.299,42.6,84.6,0.88,65.1,10.9,27.5,75.1,38,0,0,23.5,54.6,,416.2,100,69.2,3.1,1.4,0,24.6,,115.9,,,12.6,44.4,12.6,71.587,65,68.5,62,60.9,4.1,4.1,39,530,550,2,171.7,0.948,0,15.48,-20.52,-30.96,0.76,-0.46,0.97,75.3,15000,106.4,68536.797,160525,57.2,298,210.7,,12.5,,100,12.2,162.8,,,,,0,1.621,1.894,2.047,1.751,110,94.3,100,42.0670433,-84.23742,44,4.011,-0.044,103.3,1,9668,0,14.18,13.72,12.46,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
109.09,12.5,11357.5,177,24,13.289,42.4,84.7,0.88,65.3,10.9,28,74.5,38,0,0,24,54.5,,416.4,100,70.2,3.1,1.4,0,24.4,,115.9,,,12.8,44.3,12.7,71.58,64.9,68.3,61.9,62.6,4,4.1,39,530,550,2,171.7,0.959,0,1.08,11.16,-29.88,1.49,-0.12,1.04,73.2,15000,106.5,68536.817,160525,57.2,298,210.4,,12.7,,100,12.6,162.8,,,,,0,1.62,1.893,2.05,1.761,109.9,94.3,100,42.0670403,-84.23742234,44,4.011,-0.044,103.4,1,9668,0,14.13,14.29,13.01,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
109.48,12.7,11291.5,177,24.4,13.279,42.3,84.7,0.88,65.4,10.9,28.6,74,38,0,0,24.4,54.4,,416.6,100,71.2,3.2,1.4,0,24.3,,115.9,,,12.8,44.3,12.7,71.58,64.9,68.1,61.8,64.3,3.5,3.5,39,530,550,2,171.7,0.969,0,-1.08,16.92,-30.96,1.21,-0.36,1.08,71,15000,106.5,68536.858,160525,57.1,298,210.4,,12.8,,100,12.8,162.8,,,,,0,1.621,1.887,2.061,1.773,109.9,94.3,100,42.0670343,-84.23742702,44,4.011,-0.044,103.4,1,9668,0,13.72,14.84,12.2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
109.88,12.9,11225.5,177,24.9,13.27,42.2,84.7,0.88,65.5,10.9,29.2,73.5,38,0,0,24.9,54.3,,416.8,100,72.3,3.2,1.4,0,24.1,,115.9,,,12.8,44.2,12.8,71.58,64.8,67.9,61.7,66.1,2.4,3.5,39,530,550,2,171.7,0.98,0,-1.8,14.76,-30.96,1.2,-0.37,1.06,68.8,15000,106.5,68536.898,160525,57.1,298,210.4,,13,,100,12.9,162.8,,,,,0,1.616,1.884,2.051,1.769,109.8,94.3,100,42.0670283,-84.2374317,44,4.011,-0.044,103.4,1,9668,0,13.99,14.03,12.57,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
110.28,13,11210.4,177,25.2,13.272,41.9,84.7,0.88,65.6,10.9,29.6,72.9,38,0,0,25.2,54.3,,416.9,100,72.8,3.3,1.4,0,24,,115.9,,,13,44.2,13,71.35,64.2,67.5,61.5,62.4,3.5,4.1,39.1,530,550,2,171.7,0.976,0,-3.24,6.12,-29.88,1.46,-0.51,1.14,68,15000,106.5,68536.898,160525,57.1,298,209.4,,12.9,,100,13,162.8,,,,,0,1.615,1.883,2.044,1.761,109.9,94.3,100,42.0670283,-84.2374317,44,4.011,-0.044,103.4,1,9668,0,13.76,16.1,12.82,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
110.67,13.2,11195.3,177,25.5,13.275,41.7,84.7,0.88,65.7,10.9,30,72.4,38,0,0,25.5,54.2,,417.1,100,73.3,3.3,1.5,0,23.8,,115.9,,,13.2,44.2,13.2,71.121,63.6,67.1,61.2,58.7,6.7,4,39.1,530,550,2,171.8,0.972,0,-0.72,9.36,-27.72,0.89,-0.58,1.03,67.1,15000,106.5,68536.898,160525,57.1,298,208.4,,12.9,,100,13.1,162.8,,,,,0,1.621,1.878,2.043,1.744,109.9,94.3,100,42.0670283,-84.2374317,44,4.011,-0.044,103.4,1,9668,0,14.55,15.43,13.79,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,7,0,0,4,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
